Título;Enlace;Fecha;Primeros_Párrafos;Etiqueta;text;idioma;loc_final
Liberadas 14 mujeres víctimas de explotación sexual y laboral en seis inmuebles de Catalunya;https://www.lavanguardia.com/sucesos/20240317/9566501/liberadas-14-personas-victimas-explotacion-sexual-laboral-seis-inmuebles-catalunya.html;17/03/2024;Agentes de Mossos d'Esquadra del Área Central de Crimen Organizado de la DIC, conjuntamente con agentes de la Policía Nacional, detuvieron el pasado 14 de febrero, a ocho personas, de entre 20 y 48 años , a quienes se les atribuyen delitos de tráfico de seres humanos relativos a la explotación sexual y contra los derechos de los trabajadores, delitos contra el derecho de los ciudadanos extranjeros y pertenencia a grupo criminal. El día 14 de febrero, en un operativo policial, los investigadores detuvieron a los 8 investigados y llevaron a cabo 7 entradas y pesquisas en las localidades de Barcelona, Calafell, Salou y Cabrils, donde clausuraron los 6 domicilios donde se explotaba sexualmente a las víctimas. En los domicilios investigados se intervinieron varias cantidades de sustancias estupefacientes, 20.000 euros, además de joyas y documentación diversa.;Successos;Liberadas 14 mujeres víctimas de explotación sexual y laboral en seis inmuebles de Catalunya Agentes de Mossos d'Esquadra del Área Central de Crimen Organizado de la DIC, conjuntamente con agentes de la Policía Nacional, detuvieron el pasado 14 de febrero, a ocho personas, de entre 20 y 48 años , a quienes se les atribuyen delitos de tráfico de seres humanos relativos a la explotación sexual y contra los derechos de los trabajadores, delitos contra el derecho de los ciudadanos extranjeros y pertenencia a grupo criminal. El día 14 de febrero, en un operativo policial, los investigadores detuvieron a los 8 investigados y llevaron a cabo 7 entradas y pesquisas en las localidades de Barcelona, Calafell, Salou y Cabrils, donde clausuraron los 6 domicilios donde se explotaba sexualmente a las víctimas. En los domicilios investigados se intervinieron varias cantidades de sustancias estupefacientes, 20.000 euros, además de joyas y documentación diversa.;es;Cataluña
Golpe de Mossos, Policía Nacional, Europol y FBI a la mafia georgiana en Catalunya;https://www.lavanguardia.com/sucesos/20231114/9375938/macrooperacion-policial-mafia-georgiana-catalunya.html;14/11/2023;La unidad de domicilios de la División de Investigación Criminal Central de los Mossos d'Esquadra ha liderado, desde primera hora de la mañana del martes, una macrooperación policial contra una organización criminal transnacional dedicada a robos con fuerza en domicilios y blanqueo de capitales. La investigación se ha iniciado con al menos diez detenidos, todos de nacionalidad georgiana, con el área metropolitana de Barcelona como epicentro. Uno de los puntos que la policía ha registrado es un punto de envío y recogida internacional de paquetería en la calle Serrano de Barcelona, que supuestamente la organización usaba para trasladar material robado, han añadido fuentes policiales.;Successos;Golpe de Mossos, Policía Nacional, Europol y FBI a la mafia georgiana en Catalunya La unidad de domicilios de la División de Investigación Criminal Central de los Mossos d'Esquadra ha liderado, desde primera hora de la mañana del martes, una macrooperación policial contra una organización criminal transnacional dedicada a robos con fuerza en domicilios y blanqueo de capitales. La investigación se ha iniciado con al menos diez detenidos, todos de nacionalidad georgiana, con el área metropolitana de Barcelona como epicentro. Uno de los puntos que la policía ha registrado es un punto de envío y recogida internacional de paquetería en la calle Serrano de Barcelona, que supuestamente la organización usaba para trasladar material robado, han añadido fuentes policiales.;es;Cataluña
Al menos 21 detenidos en Catalunya en una operación contra el cultivo y tráfico de marihuana;https://www.lavanguardia.com/sucesos/20230927/9256191/operacion-tarragona-cultivo-trafico-marihuana.html;27/09/2023;Agentes de la Guardia Civil ha iniciado un importante dispositivo policial dirigido a desarticular toda la estructura de un grupo organizado asentado en Tarragona y Barcelona dedicado al cultivo y tráfico internacional de marihuana, tal y como apuntan en un comunicado. Según las comunicaciones de la benemérita, se han producido 16 registros en diferentes localizaciones, donde han sido detectadas y desmanteladas ocho plantaciones 'indoor' de marihuana altamente sofisticadas.;Successos;Al menos 21 detenidos en Catalunya en una operación contra el cultivo y tráfico de marihuana Agentes de la Guardia Civil ha iniciado un importante dispositivo policial dirigido a desarticular toda la estructura de un grupo organizado asentado en Tarragona y Barcelona dedicado al cultivo y tráfico internacional de marihuana, tal y como apuntan en un comunicado. Según las comunicaciones de la benemérita, se han producido 16 registros en diferentes localizaciones, donde han sido detectadas y desmanteladas ocho plantaciones 'indoor' de marihuana altamente sofisticadas.;es;Cataluña
Los navajazos y las amenazas con arma blanca aumentaron un 44% en Catalunya en 2022;https://www.lavanguardia.com/sucesos/20230208/8742942/navajazos-amenazas-arma-blanca-aumentaron-44-catalunya-2022.html;08/02/2023;Hace un par de años un responsable policial manifestaba en privado su preocupación por “la cultura de la navaja” que empezaba a cuajar en algunos entornos. Era noviembre de 2021 y aquella noche un joven había muerto apuñalado en una pelea multitudinaria en las fiestas de Sant Andreu de Barcelona. Lo que hace un tiempo era un problema que se advertía en privado ahora la consejería de Interior ha dado la voz de alarma ante un fenómeno que ha aumentado de forma significativa en los últimos años. Los Mossos d’Esquadra han puesto en marcha un plan en toda Catalunya que consistirá en desplegar más controles para identificar y registrar a los portadores de navajas y objetos punzantes y tratar de reducir su presencia sobre todo en zonas de ocio. Los delitos en los que interviene algún tipo de armas blancas como cuchillos, puñales o navajas ya sea para agredir o para amenazar han aumentado un 44% respecto al 2019, el último año en el que los indicadores de seguridad no estaban afectados por la pandemia.;Successos;Los navajazos y las amenazas con arma blanca aumentaron un 44% en Catalunya en 2022 Hace un par de años un responsable policial manifestaba en privado su preocupación por “la cultura de la navaja” que empezaba a cuajar en algunos entornos. Era noviembre de 2021 y aquella noche un joven había muerto apuñalado en una pelea multitudinaria en las fiestas de Sant Andreu de Barcelona. Lo que hace un tiempo era un problema que se advertía en privado ahora la consejería de Interior ha dado la voz de alarma ante un fenómeno que ha aumentado de forma significativa en los últimos años. Los Mossos d’Esquadra han puesto en marcha un plan en toda Catalunya que consistirá en desplegar más controles para identificar y registrar a los portadores de navajas y objetos punzantes y tratar de reducir su presencia sobre todo en zonas de ocio. Los delitos en los que interviene algún tipo de armas blancas como cuchillos, puñales o navajas ya sea para agredir o para amenazar han aumentado un 44% respecto al 2019, el último año en el que los indicadores de seguridad no estaban afectados por la pandemia.;es;Cataluña
Las imágenes que ha dejado la lluvia con granizo de este domingo en Catalunya;https://www.lavanguardia.com/sucesos/20220822/8477728/imagenes-deja-lluvia-granizo-domingo.html;22/08/2022;Durante este pasado domingo por la tarde hubo precipitaciones muy intensas sobre todo en el Barcelonès, Osona, el Vallès Oriental, el Maresme y la Selva y que en algunos puntos dejaron granizo de más de 2 centímetros y rachas de viento de más de 70 kilómetros por hora. Los Bombers de la Generalitat recibieron entre las 20:00 horas de este domingo y las 07:00 de este lunes un total de 42 avisos por incidentes relacionados con las intensas lluvias caídas en la provinca de Barcelona.;Successos;Las imágenes que ha dejado la lluvia con granizo de este domingo en Catalunya Durante este pasado domingo por la tarde hubo precipitaciones muy intensas sobre todo en el Barcelonès, Osona, el Vallès Oriental, el Maresme y la Selva y que en algunos puntos dejaron granizo de más de 2 centímetros y rachas de viento de más de 70 kilómetros por hora. Los Bombers de la Generalitat recibieron entre las 20:00 horas de este domingo y las 07:00 de este lunes un total de 42 avisos por incidentes relacionados con las intensas lluvias caídas en la provinca de Barcelona.;es;Cataluña
Mossos y Policía Nacional frustran el intento de la ‘Mocro-Mafia’ holandesa de asentarse en Catalunya;https://www.lavanguardia.com/sucesos/20221026/8582443/mossos-policia-nacional-frustran-intento-mocro-mafia-holandesa-asentarse-cataluna.html;26/10/2022;Agentes de la Policía Nacional y Mossos d’Esquadra, con la intervención de la Policía de los Países Bajos han detenido a tres integrantes de la denominada ‘Mocro-Mafia’ holandesa, frustrando su intento de asentarse en Catalunya, donde tenían previsto blanquear, a partir de diversos negocios y adquisición de bienes, dinero proveniente del narcotráfico. Las pesquisas arrancaron una vez se constituyó, en febrero de 2021, un Equipo Conjunto de Investigación (ECI), entre Policía Nacional y Mossos d’Esquadra, con el objetivo de esclarecer delitos de robos con fuerza en cajeros automáticos mediante gases explosivos en varios países de la Unión Europea.;Successos;Mossos y Policía Nacional frustran el intento de la ‘Mocro-Mafia’ holandesa de asentarse en Catalunya Agentes de la Policía Nacional y Mossos d’Esquadra, con la intervención de la Policía de los Países Bajos han detenido a tres integrantes de la denominada ‘Mocro-Mafia’ holandesa, frustrando su intento de asentarse en Catalunya, donde tenían previsto blanquear, a partir de diversos negocios y adquisición de bienes, dinero proveniente del narcotráfico. Las pesquisas arrancaron una vez se constituyó, en febrero de 2021, un Equipo Conjunto de Investigación (ECI), entre Policía Nacional y Mossos d’Esquadra, con el objetivo de esclarecer delitos de robos con fuerza en cajeros automáticos mediante gases explosivos en varios países de la Unión Europea.;es;Cataluña
Detenido un alumno de la Escuela de Policía de Catalunya por abusos sexuales a compañeras;https://www.lavanguardia.com/sucesos/20220430/8234015/detenido-alumno-escuela-policia-catalunya-abusos-companeras.html;30/04/2022;Un aspirante a agente de la Guardia Urbana de Barcelona que estudiaba en la Escuela de Policía de Mollet del Vallès ha sido detenido como presunto autor de abusos sexuales a cuatro compañeras de curso el pasado fin de semana, han confirmado fuentes de los Mossos. El hombre, según ha adelantado el digitalCrónica Globaly ha podido confirmarLa Vanguardia, está casado, tiene hijos y habría abusado de sus compañeras de estudios en la noche del pasado sábado en un local de Sabadell tras una cena organizada para celebrar el paso del ecuador en el curso de formación que siguen en la Escuela de Policía.;Successos;Detenido un alumno de la Escuela de Policía de Catalunya por abusos sexuales a compañeras Un aspirante a agente de la Guardia Urbana de Barcelona que estudiaba en la Escuela de Policía de Mollet del Vallès ha sido detenido como presunto autor de abusos sexuales a cuatro compañeras de curso el pasado fin de semana, han confirmado fuentes de los Mossos. El hombre, según ha adelantado el digitalCrónica Globaly ha podido confirmarLa Vanguardia, está casado, tiene hijos y habría abusado de sus compañeras de estudios en la noche del pasado sábado en un local de Sabadell tras una cena organizada para celebrar el paso del ecuador en el curso de formación que siguen en la Escuela de Policía.;es;Cataluña
La Generalitat desactiva la alerta por incendios forestales en Catalunya;https://www.lavanguardia.com/sucesos/20210727/7627195/generalitat-desactiva-alerta-incendios-forestales-catalunya.html;27/07/2021;La Generalitat ha desactivado la alerta del plan de incendios forestales (Infocat) por las previsiones favorables del riesgo y la evolución positiva de los fuegos que han permanecido activos en los últimos días, todos ellos ya controlados. Según ha informado la dirección general de Protección Civil de la Generalitat, se ha desactivado el plan Infocat una vez el incendio iniciado el pasado sábado enSanta Coloma de Queralt(Tarragona) ya está controlado, tras afectar a una superficie de unas 1.700 hectáreas, así como los deTorroella de Montgrí, en Girona, con 88,6 hectáreas, y el de Ventalló-Vilopriu, también en Girona, con 34,33.;Successos;La Generalitat desactiva la alerta por incendios forestales en Catalunya La Generalitat ha desactivado la alerta del plan de incendios forestales (Infocat) por las previsiones favorables del riesgo y la evolución positiva de los fuegos que han permanecido activos en los últimos días, todos ellos ya controlados. Según ha informado la dirección general de Protección Civil de la Generalitat, se ha desactivado el plan Infocat una vez el incendio iniciado el pasado sábado enSanta Coloma de Queralt(Tarragona) ya está controlado, tras afectar a una superficie de unas 1.700 hectáreas, así como los deTorroella de Montgrí, en Girona, con 88,6 hectáreas, y el de Ventalló-Vilopriu, también en Girona, con 34,33.;es;Cataluña
La narcoviolencia se dispara en Catalunya por el tráfico creciente de marihuana;https://www.lavanguardia.com/sucesos/20210824/7677797/trafico-marihuana-dispara-episodios-narcoviolencia.html;24/08/2021;Mediante amenazas, extorsiones y alguna agresión les echaban de sus pisos para poder plantar marihuana. Eso estaba pasando en el barrio de Sant Roc de Badalona y continúa pasando en la Mina de Sant Adrià de Besòs. Los Mossos d’Esquadra detuvieron en julio a una organización criminal y familiar que hacía la vida imposible a los inquilinos de algunas viviendas que les interesaban para ampliar el espacio en el que cultivar lo que muchos ya denominan el nuevo “oro verde”. La unidad central de secuestros y extorsiones de la policía catalana detuvo a 15 personas y tres siguen en prisión. Las familias no han podido regresar a sus pisos por miedo a las represalias. Que te echen de tu propia casa para que otros cultiven marihuana es un ejemplo que evidencia como, cada vez más, el crimen organizado atenta contra la seguridad de las personas ajenas al mundo delincuencial. En San Roc, en la Mina, pero también en el Montseny, donde la Guardia Civil descubrió hace dos semanas cómo una banda deforestó varias hectáreas del parque natural para plantar marihuana. Con idéntico sistema otra organización taló árboles y allanó el terreno con maquinaria pesada para arrasar varias hectáreas de un bosque protegido de Santa Cristina d’Aro para hacer lo mismo: cultivar marihuana.;Successos;La narcoviolencia se dispara en Catalunya por el tráfico creciente de marihuana Mediante amenazas, extorsiones y alguna agresión les echaban de sus pisos para poder plantar marihuana. Eso estaba pasando en el barrio de Sant Roc de Badalona y continúa pasando en la Mina de Sant Adrià de Besòs. Los Mossos d’Esquadra detuvieron en julio a una organización criminal y familiar que hacía la vida imposible a los inquilinos de algunas viviendas que les interesaban para ampliar el espacio en el que cultivar lo que muchos ya denominan el nuevo “oro verde”. La unidad central de secuestros y extorsiones de la policía catalana detuvo a 15 personas y tres siguen en prisión. Las familias no han podido regresar a sus pisos por miedo a las represalias. Que te echen de tu propia casa para que otros cultiven marihuana es un ejemplo que evidencia como, cada vez más, el crimen organizado atenta contra la seguridad de las personas ajenas al mundo delincuencial. En San Roc, en la Mina, pero también en el Montseny, donde la Guardia Civil descubrió hace dos semanas cómo una banda deforestó varias hectáreas del parque natural para plantar marihuana. Con idéntico sistema otra organización taló árboles y allanó el terreno con maquinaria pesada para arrasar varias hectáreas de un bosque protegido de Santa Cristina d’Aro para hacer lo mismo: cultivar marihuana.;es;Cataluña
Desarticulada una red de tráfico internacional de marihuana en Catalunya;https://www.lavanguardia.com/sucesos/20210424/7148836/desarticulada-red-trafico-internacional-marihuana-catalunya.html;24/04/2021;Una organización criminal dedicada al tráfico internacional de marihuana que operaba desde un taller mecánico de la localidad barcelonesa de Sant Andreu de la Barca ha sido desarticulada con la detención de quince personas de varias nacionalidades y la incautación de 460 kilos de marihuana y 85 de hachís. En una operación conjunta de Mossos, Guardia Civil y Policía Nacional denominada Delos, los agentes constataron que esta organización cultivaba la marihuana en España y posteriormente la distribuía por Francia, Alemania y Polonia.;Successos;Desarticulada una red de tráfico internacional de marihuana en Catalunya Una organización criminal dedicada al tráfico internacional de marihuana que operaba desde un taller mecánico de la localidad barcelonesa de Sant Andreu de la Barca ha sido desarticulada con la detención de quince personas de varias nacionalidades y la incautación de 460 kilos de marihuana y 85 de hachís. En una operación conjunta de Mossos, Guardia Civil y Policía Nacional denominada Delos, los agentes constataron que esta organización cultivaba la marihuana en España y posteriormente la distribuía por Francia, Alemania y Polonia.;es;Cataluña
Nueve detenidos por introducir de forma irregular miles de toneladas de residuos de Francia a vertederos de Catalunya;https://www.lavanguardia.com/sucesos/20220723/8427529/nueve-detenidos-introducir-forma-irregular-residuos-franceses-vertederos-catalunya.html;23/07/2022;Una operación conjunta de los Mossos d'Esquadra, la Policía Nacional, la Guardia Civil, los Agents Rurals y la Gendarmería francesa ha permitido detener a nueve personas por presunta participación en una organización criminal dedicada al tráfico de residuos. Según ha informado la Policía Nacional, hay diez investigados más por supuesto tráfico de basuras desde Francia hasta las demarcaciones de Barcelona, Lleida y Girona. Los principales responsables están en prisión preventiva en Francia. Las investigación se inició en enero del 2021 cuando los agentes descubrieron que en un vertedero gerundense se vertían residuos procedentes de Francia con irregularidades. Se trataba de basuras de una planta de reciclaje de Nimes, en Occitania, que entraban como restos de construcción y demolición pero que, en realidad, incluían plásticos, papeles y cartones mezclados con material rocoso del vertedero para disimular la composición.;Successos;Nueve detenidos por introducir de forma irregular miles de toneladas de residuos de Francia a vertederos de Catalunya Una operación conjunta de los Mossos d'Esquadra, la Policía Nacional, la Guardia Civil, los Agents Rurals y la Gendarmería francesa ha permitido detener a nueve personas por presunta participación en una organización criminal dedicada al tráfico de residuos. Según ha informado la Policía Nacional, hay diez investigados más por supuesto tráfico de basuras desde Francia hasta las demarcaciones de Barcelona, Lleida y Girona. Los principales responsables están en prisión preventiva en Francia. Las investigación se inició en enero del 2021 cuando los agentes descubrieron que en un vertedero gerundense se vertían residuos procedentes de Francia con irregularidades. Se trataba de basuras de una planta de reciclaje de Nimes, en Occitania, que entraban como restos de construcción y demolición pero que, en realidad, incluían plásticos, papeles y cartones mezclados con material rocoso del vertedero para disimular la composición.;es;Cataluña
Doce detenidos por violencia machista en Nochevieja en Catalunya;https://www.lavanguardia.com/sucesos/20210101/6160998/doce-detenidos-violencia-machista-nochevieja-catalunya-covid.html;01/01/2021;Los Mossos d'Esquadra y las policías locales han detenido a 37 personas esta Nochevieja en Catalunya, doce de ellas por violencia machista, el doble que en 2019 -seis-, debido sobre todo al confinamiento, mientras que otra persona ha sido arrestada por abuso sexual y amenazas. El conseller de Interior, Miquel Sàmper, ha comparecido este viernes en una rueda de prensa telemática para hacer balance de la Nochevieja, marcada este año por la covid-19 y las medidas restrictivas, junto al comisario de los Mossos d'Esquadra David Boneta y la subdirectora general de Emergencias de Protección Civil de la Generalitat, Imma Solé.;Successos;Doce detenidos por violencia machista en Nochevieja en Catalunya Los Mossos d'Esquadra y las policías locales han detenido a 37 personas esta Nochevieja en Catalunya, doce de ellas por violencia machista, el doble que en 2019 -seis-, debido sobre todo al confinamiento, mientras que otra persona ha sido arrestada por abuso sexual y amenazas. El conseller de Interior, Miquel Sàmper, ha comparecido este viernes en una rueda de prensa telemática para hacer balance de la Nochevieja, marcada este año por la covid-19 y las medidas restrictivas, junto al comisario de los Mossos d'Esquadra David Boneta y la subdirectora general de Emergencias de Protección Civil de la Generalitat, Imma Solé.;es;Cataluña
La policía interviene cinco fiestas ilegales en Catalunya;https://www.lavanguardia.com/sucesos/20210124/6194444/mossos-intervienen-cuatro-fiestas-ilegales-catalunya.html;24/01/2021;A pesar de la mala situación epidemiológica que se vive en Catalunya, los últimos días la policía ha tenido que intervenir en varias fiestas que no cumplían las restricciones contra el coronavirus. Según ha podido saber RAC1, la pasada noche la policía autonómica ha intervenido en otras cuatro fiestas ilegales. La primera de ellas ha sido en una casa de Les Lloses, en el Ripollès, donde los agentes han denunciado a 24 jóvenes que incumplían las medidas de seguridad contra la covid. Aparte de saltarse la prohibición de reunirse más de seis personas, los participantes también habrían incumplido el confinamiento municipal.;Successos;La policía interviene cinco fiestas ilegales en Catalunya A pesar de la mala situación epidemiológica que se vive en Catalunya, los últimos días la policía ha tenido que intervenir en varias fiestas que no cumplían las restricciones contra el coronavirus. Según ha podido saber RAC1, la pasada noche la policía autonómica ha intervenido en otras cuatro fiestas ilegales. La primera de ellas ha sido en una casa de Les Lloses, en el Ripollès, donde los agentes han denunciado a 24 jóvenes que incumplían las medidas de seguridad contra la covid. Aparte de saltarse la prohibición de reunirse más de seis personas, los participantes también habrían incumplido el confinamiento municipal.;es;Cataluña
Los Mossos detienen al autor del primer homicidio del año en Catalunya;https://www.lavanguardia.com/sucesos/20210108/6173273/mossos-detienen-autor-primer-homicidio-ano-catalunya.html;08/01/2021;El grupo de homicidios de los Mossos d’Esquadra de Barcelona detuvo el miércoles al presunto autor de las dos puñaladas que el lunes acabaron con la vida de un vecino de la Trinitat de 40 años. El crimen inaugura la lista de homicidios de este año en Catalunya. El pasado se cerró con 45 asesinatos, un 21% menos que en el 2019. El suceso tuvo lugar el lunes durante una discusión entre tres hombres en plena calle Finestrelles, en el distrito de Sant Andreu. Una conocida de la víctima y testigo de la agresión contó a los investigadores que la víctima discutió con otros dos jóvenes y que uno de ellos le apuñaló en el pecho. El herido fue trasladado al hospital Vall d’Hebron, donde murió dos días después.;Successos;Los Mossos detienen al autor del primer homicidio del año en Catalunya El grupo de homicidios de los Mossos d’Esquadra de Barcelona detuvo el miércoles al presunto autor de las dos puñaladas que el lunes acabaron con la vida de un vecino de la Trinitat de 40 años. El crimen inaugura la lista de homicidios de este año en Catalunya. El pasado se cerró con 45 asesinatos, un 21% menos que en el 2019. El suceso tuvo lugar el lunes durante una discusión entre tres hombres en plena calle Finestrelles, en el distrito de Sant Andreu. Una conocida de la víctima y testigo de la agresión contó a los investigadores que la víctima discutió con otros dos jóvenes y que uno de ellos le apuñaló en el pecho. El herido fue trasladado al hospital Vall d’Hebron, donde murió dos días después.;es;Cataluña
El tráfico de drogas crece un 12% en Catalunya en el 2020;https://www.lavanguardia.com/sucesos/20201127/49737326781/criminalidad-trafico-drogas-cataluna-pandemia-balance.html;27/11/2020;La caída en picado de la actividad en general, especialmente marcada en ámbitos como el del turismo, se mira en el espejo de los registros policiales en el primer añoCovid-19. Las estadísticas decriminalidadcorrespondientes a los nuevos primeros meses del 2020, seis de ellos condicionados totalmente por lapandemia, incluidos los de un verano tan atípico como el último, reflejan una caída del delito en términos generales del 27,7% respecto a los tres primeros trimestres del 2019 en Catalunya. En el conjunto de España la caída es del 20,2%. Sin embargo, esta lógica mejora estadística presenta un importante borrón: entre el 1 de enero y el 30 de septiembre pasados lasdenunciaspor tráfico de drogasenCatalunyase incrementaron un 12% respecto al año anterior y en la ciudad de Barcelona la subida por este tipo delictivo fue de un 56,6%. El Ministerio del Interior acaba de hacer público elbalance de criminalidadcorrespondiente a las tres primeras cuartas partes del año. Estas estadísticas se nutren de la información de las denuncias tramitadas por todos los cuerpos policiales que actúan en el territorio español. En el caso deCatalunya, una comunidad que en los últimos años, especialmente durante el 2018 y buena parte del 2019, padeció una fuerte escalada delictiva, la ralentización de la vida cotidiana, el confinamiento, la reducción de la movilidad y la bajísima afluencia de turistas –víctimas propiciatorias sobre todo de los hurtos–, sumadas a la actuación policial, han hecho posible un descenso de unas 100.000 denuncias penales respecto a los nueve primeros meses del año pasado. Dicho de otro modo, de los 1.342 delitos diarios que se registraron en el 2019 se ha pasado a 966 en este 2020.;Successos;El tráfico de drogas crece un 12% en Catalunya en el 2020 La caída en picado de la actividad en general, especialmente marcada en ámbitos como el del turismo, se mira en el espejo de los registros policiales en el primer añoCovid-19. Las estadísticas decriminalidadcorrespondientes a los nuevos primeros meses del 2020, seis de ellos condicionados totalmente por lapandemia, incluidos los de un verano tan atípico como el último, reflejan una caída del delito en términos generales del 27,7% respecto a los tres primeros trimestres del 2019 en Catalunya. En el conjunto de España la caída es del 20,2%. Sin embargo, esta lógica mejora estadística presenta un importante borrón: entre el 1 de enero y el 30 de septiembre pasados lasdenunciaspor tráfico de drogasenCatalunyase incrementaron un 12% respecto al año anterior y en la ciudad de Barcelona la subida por este tipo delictivo fue de un 56,6%. El Ministerio del Interior acaba de hacer público elbalance de criminalidadcorrespondiente a las tres primeras cuartas partes del año. Estas estadísticas se nutren de la información de las denuncias tramitadas por todos los cuerpos policiales que actúan en el territorio español. En el caso deCatalunya, una comunidad que en los últimos años, especialmente durante el 2018 y buena parte del 2019, padeció una fuerte escalada delictiva, la ralentización de la vida cotidiana, el confinamiento, la reducción de la movilidad y la bajísima afluencia de turistas –víctimas propiciatorias sobre todo de los hurtos–, sumadas a la actuación policial, han hecho posible un descenso de unas 100.000 denuncias penales respecto a los nueve primeros meses del año pasado. Dicho de otro modo, de los 1.342 delitos diarios que se registraron en el 2019 se ha pasado a 966 en este 2020.;es;Cataluña
Un hombre de 78 años muere ahogado en Cambrils y eleva a 12 los fallecidos en Catalunya;https://www.lavanguardia.com/sucesos/20210803/7643211/hombre-78-anos-muere-ahogado-cambrils-12-fallecidos-catalunya.html;03/08/2021;Un hombre de 78 años y de nacionalidad holandesa ha muerto ahogado este martes por la tarde en la playa de la Llosa en Cambrils, en la comarca del Baix Camp, según ha informado la Direcció General de Protecció Civil. El afectado ha entrado a nadar con su mujer y al volver se ha quejado de un fuerte dolor en el pecho y ha tenido que ser rescatado por el servicio de socorrismo, que lo ha sacado del agua ya inconsciente. Los socorristas han empezado a practicarle las maniobras de reanimación hasta la llegada de los efectivos del Sistema d'Emergències Mèdiques (SEM), que han seguido con las maniobras, aunque finalmente han resultado infructuosas. Se trata de laduodécima víctima mortal ahogada en las playas catalanasdesde que empezó la campaña el 15 de junio pasado.;Successos;Un hombre de 78 años muere ahogado en Cambrils y eleva a 12 los fallecidos en Catalunya Un hombre de 78 años y de nacionalidad holandesa ha muerto ahogado este martes por la tarde en la playa de la Llosa en Cambrils, en la comarca del Baix Camp, según ha informado la Direcció General de Protecció Civil. El afectado ha entrado a nadar con su mujer y al volver se ha quejado de un fuerte dolor en el pecho y ha tenido que ser rescatado por el servicio de socorrismo, que lo ha sacado del agua ya inconsciente. Los socorristas han empezado a practicarle las maniobras de reanimación hasta la llegada de los efectivos del Sistema d'Emergències Mèdiques (SEM), que han seguido con las maniobras, aunque finalmente han resultado infructuosas. Se trata de laduodécima víctima mortal ahogada en las playas catalanasdesde que empezó la campaña el 15 de junio pasado.;es;Cataluña
Fin de semana siniestro: Cuatro accidentes en 24 horas en Catalunya;https://www.lavanguardia.com/sucesos/20210613/7525943/accidentes-trafico-catalunya.html;13/06/2021;El Servei Català de Trànsit informaba poco después de las 17:30 horas de este sábado la muerte de un motorista en el interior de los túneles de Vallvidrera, convirtiéndose así en el tercero que moría en una moto ese día y el cuarto en hacerlo en las carreteras catalanas. El accidente tuvo lugar en el kilómetro 5,3 de la vía C-16 tras chocar con un coche, cuyo conductor ha resultado herido leve. Al lugar del siniestro se desplazaron cuatro patrullas de los Mossos, Bomberos de Barcelona y tres unidades del Sistema de Emergencias Médicas (SEM).;Successos;Fin de semana siniestro: Cuatro accidentes en 24 horas en Catalunya El Servei Català de Trànsit informaba poco después de las 17:30 horas de este sábado la muerte de un motorista en el interior de los túneles de Vallvidrera, convirtiéndose así en el tercero que moría en una moto ese día y el cuarto en hacerlo en las carreteras catalanas. El accidente tuvo lugar en el kilómetro 5,3 de la vía C-16 tras chocar con un coche, cuyo conductor ha resultado herido leve. Al lugar del siniestro se desplazaron cuatro patrullas de los Mossos, Bomberos de Barcelona y tres unidades del Sistema de Emergencias Médicas (SEM).;es;Cataluña
En marcha un dispositivo contra el tráfico de marihuana y blanqueo en Catalunya;https://www.lavanguardia.com/sucesos/20200626/481953828294/dispositivo-trafico-marihuana-blanqueo-catalunya.html;26/06/2020;Los Mossos d’Esquadra han puesto en marcha este viernes undispositivo contra el tráfico de marihuanay elblanqueo de capitalesenCatalunya. La acción se desarrolla desde las 5.30 de la mañana en diferentes puntos del territorio catalán. El cuerpo policial ha explicado a través de las redes sociales que se están realizando una veintena de entradas en diferentes municipios catalanes.;Successos;En marcha un dispositivo contra el tráfico de marihuana y blanqueo en Catalunya Los Mossos d’Esquadra han puesto en marcha este viernes undispositivo contra el tráfico de marihuanay elblanqueo de capitalesenCatalunya. La acción se desarrolla desde las 5.30 de la mañana en diferentes puntos del territorio catalán. El cuerpo policial ha explicado a través de las redes sociales que se están realizando una veintena de entradas en diferentes municipios catalanes.;es;Cataluña
Más de 20 registros en una operación policial contra el tráfico de marihuana en Catalunya;https://www.lavanguardia.com/sucesos/20210414/6727648/operacion-mossos-policia-nacional-trafico-marihuana-catalunya.html;14/04/2021;Los Mossos d'Esquadra y la Policía Nacional han coordinado esfuerzos para hacer frente al narcotráfico en una operación conjunta que se desarrolla en varias localidades de Catalunya y Asturias. Desde las seis de la mañana de este miércoles, agentes de la Divisió d'Investigació Criminal de la policía catalana y de la Policía Nacional están llevando a cabo varios registros, 23 en total, el mayor grueso de los cuales tienen lugar en Catalunya. El objetivo es desarticular una presunta organización criminal de origen chino que supuestamente se dedica al tráfico internacional de marihuana y al blanqueo de dinero, según informan ambos cuerpos policiales.;Successos;Más de 20 registros en una operación policial contra el tráfico de marihuana en Catalunya Los Mossos d'Esquadra y la Policía Nacional han coordinado esfuerzos para hacer frente al narcotráfico en una operación conjunta que se desarrolla en varias localidades de Catalunya y Asturias. Desde las seis de la mañana de este miércoles, agentes de la Divisió d'Investigació Criminal de la policía catalana y de la Policía Nacional están llevando a cabo varios registros, 23 en total, el mayor grueso de los cuales tienen lugar en Catalunya. El objetivo es desarticular una presunta organización criminal de origen chino que supuestamente se dedica al tráfico internacional de marihuana y al blanqueo de dinero, según informan ambos cuerpos policiales.;es;Cataluña
