Título,Enlace,Fecha,Primeros_Párrafos,Topic
"Imágenes de maltrato animal, porno, fotos de Franco y mensajes racistas: los Mossos investigan un nuevo grupo de WhatsApp viral de menores",https://www.larazon.es/cataluna/barcelona/imagenes-maltrato-animal-porno-fotos-franco-mensajes-racistas-mossos-investigan-nuevo-grupo-whatsapp-viral-menores_20231013652974c390d39d0001163bf1.html,2023-10-13,"Otro suceso relacionado con las redes sociales ha sacudido Barcelona. Esta vez ha sido un grupo de WhatsApp con el nombre de ""Niños toda España"" donde ha sido difundido entre menores de 12 años material pornográfico y mensajes de odio . Esto ha llevado a los Mossos d'Esquadra a iniciar una investigación urgente. Según informa de El Periódico , menores de Barcelona fueron agregados a este grupo por individuos desconocidos, sumergiéndolos en un ambiente virtual lleno de contenido inapropiado y perjudicial. En respuesta a esta situación alarmante, los Mossos d'Esquadra aconsejan a los padres de los afectados no interactuar en el grupo, conservar las conversaciones como evidencia y presentar una denuncia formal. Las atrocidades que se han compartido en este grupo incluyen imágenes explícitas de naturaleza sexual y maltrato animal, así como mensajes racistas, elogios a Franco y declaraciones homófobas, entre otros contenidos inadmisibles, según fuente del El Periódico.","Mossos d'Esquadra, Sucesos"
La extraña alianza: prisas antiocupas en el Parlament de Cataluña,https://www.larazon.es/cataluna/20230125/sj3gbuu7pzd7fcibppegr2gqnq.html,2023-01-25,"La inminencia de las elecciones municipales empieza a notarse en la vida parlamentaria. Al fin y al cabo, un buen grupo de diputados es o bien alcalde o bien puede llegar a serlo. De ahí que se haga necesario agitar el avispero y la baja actividad legislativa de la Generalitat. Así las cosas, esta mañana, unos extraños compañeros de viaje, Junts, PSC y Ciudadanos, se han aliado para poner en la diana el fenómeno de la ocupación y obligar al Govern a moverse. El Parlament ha acordado aprobar un paquete de medidas urgentes para actuar contra una ocupación ilegal de viviendas en caso de falta de respuesta por parte de la propiedad, como los bancos, por ejemplo. Para ello se modificará la ley de 2008 del derecho a la vivienda y se hará a través de lectura única. Faltará por ver si Cataluña tiene competencias al respecto. La norma expone la necesidad de establecer los mecanismos que permitan a los ayuntamientos y a las comunidades de vecinos actuar para “restablecer la convivencia, siempre y cuando la propiedad sea una persona jurídica considerada gran tenedor ante la inacción de la propiedad ante estas situaciones conflictivas”. Junts, impulsor de la modificación, asegura que “la problemática se produce cuando la titularidad de la propiedad pertenece a personas jurídicas que son grandes propietarias y que se desentienden de sus obligaciones con el inmueble ”. Además, la proposición de ley expone que “tanto si la acción de desalojo ha estado promovida por el ayuntamiento como si lo ha estado por la comunidad de propietarios, el ayuntamiento estará facultado a adquirir temporalmente el uso de la vivienda para destinarla a políticas públicas de vivienda”.",Okupas
Los Mossos d’Esquadra refuerzan la seguridad en Tres Torres ante un repunte de los robos en viviendas,https://www.larazon.es/cataluna/barcelona/20221228/r7sj4bj5ojf7ngcoqierr75rn4.html,2022-12-28,"En las últimas semanas existe un tema de conversación recurrente en las calles del barrio de Tres Torres, que a la vez es motivo de preocupación constante de los vecinos. Tras la pandemia, se observó un evidente incrementaron de los delitos en el barrio, pero recientemente éstos han experimentado un repunte muy significativo, sobre todo los robos en domicilios. Cada semana, los vecinos amanecen al menos un par de días con la noticia de un nuevo episodio de estas características, que suele producirse al caer el sol e incluso con gente dentro de la vivienda. Los intrusos acostumbran a aprovechar las particulares características urbanísticas de los inmuebles del barrio, la mayoría de ellos a cuatro vientos, para acceder a los pisos por la fachada menos visible, escalando por la misma si la situación lo requiere. Ni las rejas en puertas y ventanas, las alarmas o las cámaras de seguridad que mucho vecinos han instalado en sus domicilios o el personal de seguridad contratado para velar por el bienestar de los residentes han logrado frenar a los delincuentes. De hecho, según las cifras facilitadas por los Mossos d’Esquadra a la Asociación de Vecinos de las Tres Torres, entre agosto y diciembre de este año se ha producido un 14% más de robos en domicilios del barrio respecto al mismo periodo de 2019, concretamente, en números absolutos, se han perpetrado nueve hechos más de estas características. Tal es la situación que incluso los conserjes de las fincas cuentan con un chat de WhattsApp a través del cual comparten todas las noticias acerca de los delitos acontecidos en el barrio.","robos, Mossos d'Esquadra"
Un tercio de los agresores de personas atendidas en Vall d’Hebron por violencia sexual infantil son menores,https://www.larazon.es/cataluna/barcelona/20221108/kkzavpn6uvgapj6jfa45vpzr5q.html,2022-11-08,"Las niñas o adolescentes de 13 años son las principales víctimas de la violencia sexual infantil y habitualmente el agresor forma parte de su entorno familiar o es alguien conocido y destaca especialmente que en un 32% de los casos se trata de un agresor menor de edad, tal y como ponen de manifiesto los datos recogidos por la Unidad de Atención a las Violencias hacia la Infancia y la Adolescencia (Equipo EMMA) de Vall d’Hebron entre noviembre de 2021 y noviembre de 2022, durante su segundo año de funcionamiento. Durante esos 12 meses, la unidad atendió a 341 pacientes, 34 más que en el mismo periodo del año anterior, un 79% de los cuales había sido víctima de violencia sexual, un 15,5% había sufrido violencia física y un 3%, negligencias en los cuidados . En este sentido, cabe recordar que el Equipo EMMA es el dispositivo referente para niños y adolescentes víctimas de violencia sexual en Barcelona, de ahí la alta representatividad de las víctimas de violencia sexual que, en un 87% de los casos fueron niñas, mientras que, en lo relativo a la edad, el 42% superaban los 13 años , el 34% tenía edades comprendidas entre los 8 y los 12 años, mientras que un 23,5% de las víctimas eran menores de siete años. Respecto al hecho de que el perfil de quien padece violencia sexual infantil sea una niña de 13 años , Giuliana Ríos, trabajadora social sanitaria del Equipo EMMA, explicó durante la presentación del balance de la actividad de la unidad durante el último año que “en algunos casos, son menores que han sufrido recientemente la agresión, pero en otros lo que ocurre es que no es hasta esa edad que son capaces de explicar la experiencia vivida con anterioridad, que pueden verbalizar los hechos que pasaron hace años”. Y en la figura en la que suelen confiar las víctimas para revelar el episodio de violencia sexual sufrido son, principalmente, las madres (45,4%) y la escuela (17%) .",violencia
"Un muerto, saqueos y varios heridos en las fiestas de Barcelona",https://www.larazon.es/cataluna/barcelona/20220925/wrbpcgvjurcrxdr5fte2kfhpni.html,2022-09-25,"La segunda jornada de las fiestas de la Mercè terminó como el rosario de la aurora. El vandalismo se apropió de los alrededores de plaza Espanya tras los conciertos de anoche y después de que la Guardia Urbana intentase desalojar un botellón. De hecho, incluso un joven murió apuñalado . Así las cosas, los hechos se han concentrado en torno a la plaza de Espanya, sobre todo en la calle de la Creu Coberta, entre las cuatro y media y las seis de la madrugada. Acabados los conciertos, un numeroso grupo de personas se ha negado a abandonar la zona , como les pedía la policía para que pudieran intervenir las brigadas de limpieza. En su huida, los grupos de alborotadores han saqueado establecimientos comerciales. También prendieron fuego al mobiliario urbano ya motos, causando destrozos en vehículos aparcados en la zona. Y se ha esparcido por el suelo el mobiliario de algún local de restauración. Por si eso fuera poco, un joven ha muerto apuñalado en Barcelona la madrugada de este domingo durante las fiestas de la Mercè 2022. La agresión se ha producido a las 3:16 horas en la Avenida de la Reina Maria Cristina, en una zona muy cercana se realizan los conciertos. Varias dotaciones de los Mossos d’Esquadra se han desplazado y han encontrado el cuerpo extendido de la víctima en una de las salidas del metro de plaza de Espanya.",Mossos d'Esquadra
Dieciocho heridos por explosión en acto de divulgación científica en Girona,https://www.larazon.es/cataluna/20220930/527jpbcwurcb7crwzpmx2wrho4.html,2022-09-30,"Dieciocho personas han resultado heridas, diez de ellas menores de edad , al explotar un bidón de nitrógeno líquido durante un acto de divulgación científica, que mezclaba magia y ciencia, celebrado en la Casa de la Cultura de Girona para acercar la ciencia a los niños. Entre los heridos hay diez niñas y niños, una de ellas en estado grave , dos menos grave y siete leves, y ocho adultos, uno de ellos en estado menos grave y siete leves. Según han informado fuentes del departamento de Salud de la Generalitat, en el Hospital Josep Trueta de Girona se encuentran cinco de los heridos: una niña de 5 años grave, dos niños de 10 y 12 años menos graves, y una mujer de 47 años leve y un hombre de 31 menos grave que permanece en observación en el servicio de urgencias. En el hospital Santa Caterina de Salt han sido atendidas otras siete personas con heridas leves: dos niñas de 11 y 13 años, un niño de 11, tres mujeres de 23, 42 y 44 años y un hombre de 52.",Sucesos
Los Mossos investigan a un cura por supuesta apropiación indebida en Lleida,https://www.larazon.es/cataluna/mossos-investigan-cura-supuesta-apropiacion-indebida-lleida_202312196581ab76d7b0c30001994002.html,2023-12-19,"En La Pobla de Segur , Lleida, los Mossos d'Esquadra están llevando a cabo una investigación para esclarecer un presunto caso de apropiación indebida por parte de un cura. La denuncia fue presentada por la familia de un anciano residente después de descubrir que las cuentas bancarias del anciano se encontraban en números rojos . Según informes de 'TV3', el Ayuntamiento local intentó cobrar la mensualidad del anciano en la Residencia Virgen de Ribera y, al constatar la falta de fondos, la familia inició una indagación en los movimientos bancario s. Durante este proceso, el residente reveló que el cura habría tenido acceso a su cuenta , generando sospechas de posible malversación de fondos. La investigación de los Mossos d'Esquadra se centra en determinar si el cura en cuestión cometió un delito de apropiación indebida . Mientras tanto, el Obispado de Urgell ha iniciado una investigación interna y se compromete a colaborar plenamente con la justicia para aclarar los hechos. En este contexto, el Obispado hace un llamado al respeto por la presunción de inocencia del acusado mientras avanza la investigación.",Sucesos
Los Mossos piden ayuda para localizar a una menor de 15 años que sigue desaparecida en Lleida,https://www.larazon.es/cataluna/20220620/hy6fy7gwgffx5kjob5xjtmvphu.html,2022-06-20,"Los Mossos d’Esquadra han hecho un llamamiento a través de las redes sociales para encontrar a una joven de 15 años desaparecida en Lleida desde el pasado miércoles, 15 de junio. Se llama Ània, tiene el pelo negro, mide 1,70 y la última vez que fue vista vestía estilo gótico, con jersey y falda de color negro. Si alguien tiene alguna información sobre la chica tiene que llamar al 112. Cinco días después, todavía no hay ninguna novedad respecto a este caso. Los familiares de la menor y la policía han trasladado a las redes sociales la cuestión, con la esperanza de que se difunda y llegue a alguien que sepa alguna cosa.",Sucesos
Condenado a tres meses de prisión por robar comida de los contenedores de un supermercado,https://www.larazon.es/cataluna/tarragona/condenado-tres-meses-prision-robar-comida-contenedores-supermercado_20231027653bca46e8e7a500015b1bef.html,2023-10-27,"Un hombre ha sido condenado a tres meses de cárcel por intentar robar alimentos perecederos del contenedor de un supermercado, una acción que varias personas llevan a cabo para aprovechar productos que de otro modo se desperdiciarían. Los hechos, que ocurrieron en agosto de 2021 en El Vendrell ( Tarragona ), se produjeron en un establecimiento de la calle Consolat de Mar . El individuo saltó una valla metálica aprovechando que se encontraba deteriorada y logró ingresar al patio del negocio, donde se encontraban los contenedores de desechos. El hombre se dirigió a esta área, donde se descartan productos y alimentos defectuosos o vencidos, similares a los que muchos supermercados dejan a la entrada de sus establecimientos y que las personas revisan en busca de comida aprovechable.",Sucesos
Detenido en Tarragona un menor de 13 años por violar a una joven de 15,https://www.larazon.es/cataluna/20220424/3hqn2culjzfg3ksikofv5toj5q.html,2022-04-24,"Un menor de 13 años ha sido detenido esta madrugada en Tarragona como presunto autor de una agresión sexual a una menor de 15 años , tras lo que ha quedado a disposición de sus padres sin ninguna medida penal, dado que por su edad es inimputable. Según han informado a Efe los Mossos d’Esquadra, los hechos tuvieron lugar la pasada noche en Tarragona, sobre la una y media de la madrugada, cuando el menor asaltó a la chica, la violó y le robó su teléfono móvil, al tiempo que la golpeaba . Tras consumarse la agresión sexual, la menor denunció los hechos en una comisaría de los Mossos d'Esquadra y el chico fue localizado y detenido poco después.",Sucesos
Tiroteo mortal en un restaurante con gran afluencia en Salou (Tarragona),https://www.larazon.es/cataluna/20220510/qk3pjer2fjbdfenbrrbmjaeaji.html,2022-05-10,"Un hombre ha muerto la noche de este lunes tras ser herido por arma de fuego en la calle Saragossa de Salou, han informado fuentes de los Mossos d’Esquadra. En un principio, la primera hipótesis es que se trataría de una venganza relacionada con el narcotráfico. La policía local de la ciudad recibió un aviso a las 22.50 horas y, al llegar al lugar, detuvieron a un hombre que estaba siendo retenido por un grupo de personas por su presunta relación con el homicidio. Hasta el lugar también se trasladaron diversas unidades del Sistema d’Emergències Mèdiques (SEM), que no pudieron reanimar a la víctima, y la División de Investigación Criminal (DIC) ha abierto una investigación para esclarecer los hechos. Todo ocurrió pocos minutos antes de las 23 horas de la noche en la calle Saragossa, una zona con mucha afluencia de gente.","Mossos d'Esquadra, Sucesos"
Detenido en Tarragona un miembro del Estado Islámico que animaba a “cortar las cabezas” de infieles,https://www.larazon.es/espana/20220609/df54tkjv4zev3on3peucw4pvc4.html,2022-06-09,"Agentes de la Policía Nacional y de los Mossos d’ Esquadra han detenido a un individuo en la localidad de Vespella de Gaia (Tarragona) por su presunta participación en el delito de adoctrinamiento activo de terceros. Durante la investigación se ha podido constatar como el sujeto se encontraba altamente radicalizado y plenamente adherido a los postulados ideológicos del Estado Islámico (Daesh, Isis). La operación se ha desarrollado de forma conjunta entre la Comisaría General de Información y la Brigada Provincial de Información de Tarragona, ambas de la Policía Nacional, y la Comisaría General d’ Informació de los Mossos d’ Esquadra de Tarragona. A su vez, ha sido coordinada por la Fiscalía de la Audiencia Nacional y dirigida por el Juzgado Central de Instrucción número 3. La investigación comenzó en enero de 2022 cuando los expertos en la lucha contra el terrorismo detectaron a un individuo alineado con los postulados de DAESH que difundía material radical y violento de corte yihadista. Durante las pesquisas, los agentes verificaron cómo el detenido se encontraba altamente radicalizado y plenamente adherido a los postulados ideológicos de la organización terrorista, interiorizando sus mensajes y llevando a cabo un intenso proceso de difusión masiva de contenidos y mensajes yihadistas a terceros, a quienes animaba a cometer acciones violentas, como decapitaciones (de infieles).",Mossos d'Esquadra
Aplicarán la eutanasia al ex vigilante de Securitas que tiroteó a sus ex compañeros en Tarragona,https://www.larazon.es/cataluna/20220621/7ouqqepcfnbrlohstwfrbqbglq.html,2022-06-21,"El vecino de Alcover, de origen rumano, Marin Eugen Sabau, que en diciembre de 2021 disparó contra sus ex compañeros en las oficinas de Securitas en Tarragona , ha pedido la muerte asistida , según ha avanzado la Cadena Ser Catalunya. Sabau, de 46 años, está ingresado, cumpliendo condena, en el hospital penitenciario de Terrassa y sufre una lesión medular desde que fue abatido por los Mossos d’Esquadra durante su huida después de atacar a sus excompañeros. Según ha explicado la emisora, la petición de la eutanasia tiene el aval del médico de Sabau , conocido como ‘el pistolero de Tarragona’ y la petición se ha formalizado al juzgado de instrucción número 5 de Tarragona, que es el que está investigándolo por media decena de intentos de homicidio, tenencia de armas y atentado. Sabau se hizo una «lesión medular incompleta» cuando el equipo los Mossos d’Esquadra consiguieron detenerlo en la masía abandonada donde se había escondido, disparándolo en los brazos y las piernas. Según han afirmado desde la emisora, después de la detención, los médicos le amputaron una pierna y la lesión medular que sufre le provoca actualmente «una importante dependencia y dolor neuropàtic». También según estas fuentes, algunas de las acusaciones, que representan a diversas de las víctimas del ataque de Sabau, pedirán que se paralice el proceso de autorización de la eutanasia.",Sucesos
El pistolero de Tarragona consigue la eutanasia,https://www.larazon.es/cataluna/20220707/qg7a4fbbg5g23pglkpxehc547i.html,2022-07-07,"El juzgado de Tarragona ha decidido no paralizar la eutanasia al vigilante de seguridad que el pasado 14 de diciembre irrumpió a tiros en la empresa donde trabajaba y más tarde se atrincheró en una masía y protagonizó un tiroteo de película con la Policía catalana. Vecino de Alcover y de origen rumano, Marin Eugen Sabau, pidió la muerte asistida. Sabau, de 46 años, está ingresado, cumpliendo condena, en el hospital penitenciario de Terrassa y sufre una lesión medular desde que fue abatido por los Mossos d’Esquadra durante su huida después de atacar a sus ex compañeros de Securitas. Desde el principio, la petición de la eutanasia tiene el aval del médico de Sabau, conocido como ‘el pistolero de Tarragona’, y la petición de formalizó al juzgado de instrucción número 5 de Tarragona, que es el que está investigándolo por media decena de intentos de homicidio, tenencia de armas y atentado.",Sucesos
